Export_country,Import_country,Year,Quarter,Month,Nominal Value (SUM),Tons (SUM),Price,Period
Albania,Italy,2015,4,12,31963.5703125,24.477,1305.8614336928545,12
Albania,Italy,2016,3,7,71780.1171875,72.144,994.9561597291528,15
Albania,Italy,2019,3,7,7343.205078125,3.439,2135.273357989241,27
Albania,Malaysia,2013,1,1,38745.02734375,25.795,1502.0363381953866,1
Albania,Malaysia,2013,3,9,54057.85546875,50.0,1081.157109375,3
Albania,Malaysia,2015,2,5,41557.1484375,26.9795,1540.323150447562,10
Albania,Malaysia,2016,1,3,51665.9296875,25.083,2059.798655962205,13
Albania,Malaysia,2016,2,5,52181.546875,27.08,1926.9404311299847,14
Albania,Malaysia,2016,3,8,36619.01171875,26.83,1364.8532135203131,15
Albania,Mexico,2014,4,12,374.0,0.998,374.749498997996,8
Albania,Netherlands,2021,3,15,36.63970124721527,0.026000000420026398,2595.2199690156167,35
Albania,Netherlands,2021,4,12,16.9514999389648,0.0120000001043081,1412.6249826347143,36
Albania,Netherlands,2022,3,7,1.0168000459671,0.0010000000474974,1016.799997671744,39
Albania,Sweden,2022,2,6,1.0566999912262,0.0008873751762626,1190.815361408636,38
Albania,Sweden,2023,3,7,1.10669994354248,0.0010000000474974,1106.6998909771128,43
Albania,United Kingdom,2019,3,9,29901.77734375,25.0,1196.07109375,27
Albania,United Kingdom,2021,1,2,101441.1640625,68.249,1486.339200024909,33
Albania,United States,2021,4,11,46814.0,27.987230238635,1672.6914239400355,36
Algeria,Austria,2018,1,1,17791.763671875,16.7999992370605,1059.0335999912836,21
Algeria,Canada,2022,2,9,11014555.5,14260.662,1546.0359165385291,38
Algeria,Canada,2023,1,2,423.665832519531,0.2,2118.329162597655,41
Algeria,China (mainland),2020,4,12,4001699.0,9133.958,438.1122619569742,32
Algeria,China (mainland),2021,3,16,58726634.0,86033.34,1405.3533229677496,35
Algeria,China (mainland),2022,2,6,4391.0,2.292,1915.7940663176264,38
Algeria,China (mainland),2023,1,2,288214.0,190.87,1510.001571750406,41
Algeria,France,2022,2,4,144.760192871094,0.14300000667572,1012.3089937986196,38
Algeria,Germany,2016,2,4,1134.59997558594,1.0,1134.59997558594,14
Algeria,India,2018,4,11,8137524.0,16474.0,493.9616365181498,24
Algeria,Italy,2013,1,6,3446683.0,8210.265,1273.0490635936737,1
Algeria,Italy,2013,2,10,4416530.5,10571.254,843.5014063150788,2
Algeria,Italy,2013,3,15,2092898.8125,5201.6,817.1089342984758,3
Algeria,Italy,2013,4,10,1785617.25,4345.205,410.9397024996519,4
Algeria,Italy,2014,2,6,1331786.625,3299.805,403.5955533736085,6
Algeria,Italy,2014,3,7,1334912.75,3480.779,383.50976893390816,7
Algeria,Italy,2015,1,2,1284874.5,3846.513,334.0361777017262,9
Algeria,Italy,2015,2,4,1319291.625,4712.512,279.9550696104328,10
Algeria,Italy,2017,3,8,3461691.0,11063.387,312.8961320796244,19
Algeria,Italy,2017,4,11,1909686.625,5136.189,371.8100375589761,20
Algeria,Italy,2018,3,7,9082225.0,14804.858,613.4624864351958,23
Algeria,Italy,2018,4,21,2592894.3046875,7144.68,730.2034911917741,24
Algeria,Italy,2019,2,9,6052712.75,21999.807,550.2575232493098,26
Algeria,Italy,2020,1,2,2448119.6875,7443.919,328.87511101343256,29
Algeria,Italy,2020,3,8,494482.5625,1548.374,319.3560228342765,31
Algeria,Italy,2020,4,11,958251.3125,3202.735,299.1978145241489,32
Algeria,Italy,2021,2,4,591078.1875,1148.852,514.4946324678897,34
Algeria,Italy,2021,3,24,25307885.25,36956.57,2048.9999422050287,35
Algeria,Italy,2021,4,12,1687596.375,3156.669,534.6130287971276,36
Algeria,Italy,2022,1,3,14995319.625,25628.597999999998,1133.6323108074857,37
Algeria,Italy,2022,2,15,38281460.75,47038.758,2414.598519285159,38
Algeria,Italy,2022,4,33,17689054.0,35440.884,1433.6961388801712,40
Algeria,Italy,2023,1,6,2936028.75,5946.996,1486.3839558268278,41
Algeria,Italy,2023,3,7,4691274.75,8758.808,535.6065288792721,43
Algeria,Netherlands,2023,3,9,68750.09375,50.439998626709,1363.0074469033675,43
Algeria,Spain,2013,1,1,1231391.625,3013.159,408.6713064262457,1
Algeria,Spain,2013,3,9,1202013.375,3043.408,394.956369635619,3
Algeria,Spain,2014,2,4,2091374.75,5065.95,412.8297259151788,6
Algeria,Spain,2015,3,9,1352211.125,5102.599,265.0043879599396,11
Algeria,Spain,2023,2,15,8573623.6875,18417.498,1396.6403728468686,42
Andorra,Austria,2014,2,4,37025.9921875,55.5,667.1349943693693,6
Andorra,France,2013,2,5,872.457580566406,1.15900003910065,752.7675160765374,2
Andorra,France,2013,3,7,4275.849609375,3.0,1425.283203125,3
Andorra,France,2014,1,1,3172.99389648438,2.0,1586.49694824219,5
Andorra,France,2014,3,8,34192.921875,24.0,1424.705078125,7
Andorra,South Africa,2018,2,4,12891.291015625,15.966,807.4214590771014,22
Angola,Netherlands,2023,1,1,4053.22973632813,2.0,2026.614868164065,41
Angola,South Africa,2019,2,5,148662.203125,122.871,1209.9047222290044,26
Anguilla,Indonesia,2017,4,23,132546.0,94.0,2821.0,20
Anguilla,Indonesia,2018,3,7,34464.0,24.0,1436.0,23
Anguilla,Indonesia,2018,4,11,33240.0,24.0,1385.0,24
Anguilla,Malaysia,2015,2,4,28162.99609375,22.316,1262.0091456242158,10
Anguilla,Malaysia,2016,1,3,26040.990234375,25.978,1002.4247530362228,13
Anguilla,Russia,2013,3,7,5174.2001953125,4.87,1062.464105813655,3
Antigua and Barbuda,Germany,2018,1,3,44402.3984375,27.0,1644.533275462963,21
Antigua and Barbuda,Italy,2013,4,11,50755.83984375,24.0,2114.82666015625,4
Antigua and Barbuda,South Korea,2017,4,11,3309.0,1.47,2251.020408163265,20
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2014,3,9,24773.0,13.65,1814.871794871795,7
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2016,4,12,4210.0,3.303,1274.5988495307297,16
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2017,1,4,6584.0,4.8740000000000006,3312.0284439091774,17
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2018,1,3,4058.0,1.86750746268657,2172.949817379695,21
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2018,2,11,163685.0,114.486462686567,3152.8079187702424,22
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2018,3,9,4852.0,2.56260646931903,1893.3847463864936,23
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2019,1,1,23940.0,11.324,2114.093959731544,25
"Areas, nes., Spec Cat, Islands, Other",China (mainland),2021,1,4,17093.0,15.476672131147541,2205.9651834147044,33
"Areas, nes., Spec Cat, Islands, Other",France,2013,1,3,215794.031066894,151.2742960083719,3037.5126019808868,1
"Areas, nes., Spec Cat, Islands, Other",France,2013,2,9,141470.8457641602,79.1049861699077,3721.739430599644,2
"Areas, nes., Spec Cat, Islands, Other",France,2013,3,16,103685.8403930664,56.3520011417567,3598.205101680489,3
"Areas, nes., Spec Cat, Islands, Other",France,2013,4,10,115120.383991241,69.372271899558,1659.4581788804653,4
"Areas, nes., Spec Cat, Islands, Other",France,2014,1,4,142341.97483825678,83.06227218084271,3461.8819354278576,5
"Areas, nes., Spec Cat, Islands, Other",France,2014,2,15,175758.79508209229,115.0840680220424,4512.736770237128,6
"Areas, nes., Spec Cat, Islands, Other",France,2014,3,15,150685.9223251343,101.37000042106959,2973.067733553299,7
"Areas, nes., Spec Cat, Islands, Other",France,2014,4,33,362337.26181030227,216.1283165939492,4891.6650650681795,8
"Areas, nes., Spec Cat, Islands, Other",France,2015,1,6,249582.07723426848,172.094168033504,4211.703208554831,9
"Areas, nes., Spec Cat, Islands, Other",France,2015,2,15,231157.55901718102,243.2393552209874,3597.7632745813225,10
"Areas, nes., Spec Cat, Islands, Other",France,2015,3,16,122496.77352523801,76.72498089160851,3246.8816319977486,11
"Areas, nes., Spec Cat, Islands, Other",France,2015,4,21,126050.1343727111,87.1104624888846,2909.6338653103267,12
"Areas, nes., Spec Cat, Islands, Other",France,2016,1,6,294637.3464679717,205.0497981789547,4786.8155889325735,13
"Areas, nes., Spec Cat, Islands, Other",France,2016,2,15,503939.5676803581,346.39792117641775,4505.116444784797,14
"Areas, nes., Spec Cat, Islands, Other",France,2016,3,24,303832.0985717777,274.0658867301752,3827.295131816495,15
"Areas, nes., Spec Cat, Islands, Other",France,2016,4,33,1508083.955040932,999.3487158072578,4720.429250346892,16
"Areas, nes., Spec Cat, Islands, Other",France,2017,1,6,205410.7553043365,144.8450495445324,4514.156285230092,17
"Areas, nes., Spec Cat, Islands, Other",France,2017,2,4,82522.4436244965,67.8160536869261,1216.8570587351292,18
"Areas, nes., Spec Cat, Islands, Other",France,2017,3,15,158406.7425384525,100.0757025988357,3533.8168191872037,19
"Areas, nes., Spec Cat, Islands, Other",France,2017,4,22,308465.678435326,161.10026176973798,3840.2316142424033,20
"Areas, nes., Spec Cat, Islands, Other",France,2018,3,15,122248.8149414062,70.6205485278574,3244.6667101483054,23
"Areas, nes., Spec Cat, Islands, Other",France,2018,4,21,531708.575698853,237.5138741712403,4484.994421310872,24
"Areas, nes., Spec Cat, Islands, Other",France,2019,1,3,1734602.5412697801,1393.868452896347,3175.960450956097,25
"Areas, nes., Spec Cat, Islands, Other",France,2019,2,6,136521.532850862,68.8358887406923,1983.2900446036856,26
"Areas, nes., Spec Cat, Islands, Other",France,2019,3,24,310385.1393766399,175.8882032843416,5546.3201577771,27
"Areas, nes., Spec Cat, Islands, Other",France,2019,4,12,93426.5083179474,42.1765538720878,2215.12901697207,28
"Areas, nes., Spec Cat, Islands, Other",France,2020,1,3,632778.197280884,350.809752710675,3717.164268025441,29
"Areas, nes., Spec Cat, Islands, Other",France,2020,2,6,173855.845809937,75.220937980949,2311.269315120332,30
"Areas, nes., Spec Cat, Islands, Other",France,2020,3,8,157196.485589027,82.570392832074,1903.787546569173,31
"Areas, nes., Spec Cat, Islands, Other",France,2020,4,33,1222727.852206706,850.743316562999,5524.208901994577,32
"Areas, nes., Spec Cat, Islands, Other",France,2021,1,3,984144.092741013,676.950060570013,2906.6395305280935,33
"Areas, nes., Spec Cat, Islands, Other",France,2022,1,2,220859.484778166,99.1843651745637,2226.7570537902325,37
"Areas, nes., Spec Cat, Islands, Other",Germany,2013,1,4,1593211.125,1625.899963378909,1997.9310786297062,1
"Areas, nes., Spec Cat, Islands, Other",Germany,2013,2,10,3579537.5,2802.2000732421902,2473.6170394774344,2
"Areas, nes., Spec Cat, Islands, Other",Germany,2013,3,24,2281163.8125,2314.299926757818,3368.65882269219,3
"Areas, nes., Spec Cat, Islands, Other",Germany,2013,4,33,2696657.6875,2537.599975585943,3352.749495097087,4
"Areas, nes., Spec Cat, Islands, Other",Germany,2014,1,6,877771.59375,583.5999813079833,4127.498326020354,5
"Areas, nes., Spec Cat, Islands, Other",Germany,2014,2,6,798026.5,979.799987792969,814.4789854484285,6
"Areas, nes., Spec Cat, Islands, Other",Germany,2014,3,8,27961.5,25.0,1118.46,7
"Areas, nes., Spec Cat, Islands, Other",Germany,2014,4,10,26621.69921875,24.8999996185303,1069.1445633171188,8
"Areas, nes., Spec Cat, Islands, Other",Germany,2015,1,2,24970.0,24.8999996185303,1002.8112603430568,9
"Areas, nes., Spec Cat, Islands, Other",Germany,2015,3,17,1626249.046875,2645.89990234375,1281.6524886853877,11
"Areas, nes., Spec Cat, Islands, Other",India,2013,1,3,29609.359375,29.0,1021.0123922413792,1
"Areas, nes., Spec Cat, Islands, Other",India,2013,2,9,79497.4453125,52.876999999999995,2972.901515937933,2
"Areas, nes., Spec Cat, Islands, Other",India,2013,3,7,42938.009765625,43.3794495112487,989.8237587014738,3
"Areas, nes., Spec Cat, Islands, Other",India,2013,4,12,436596.40625,861.0,507.0806112078978,4
"Areas, nes., Spec Cat, Islands, Other",India,2014,2,11,273127.92822265625,147.11,2413.404332296539,6
"Areas, nes., Spec Cat, Islands, Other",India,2014,3,8,5749.83056640625,14.6,393.8240113976884,7
"Areas, nes., Spec Cat, Islands, Other",India,2015,2,9,995324.9221801758,1138.6831085578194,1762.0155626102098,10
"Areas, nes., Spec Cat, Islands, Other",India,2015,4,12,26784.705078125,85.343,313.8477095734272,12
"Areas, nes., Spec Cat, Islands, Other",India,2016,2,4,86177.703125,52.0,1657.2635216346157,14
"Areas, nes., Spec Cat, Islands, Other",India,2016,3,16,348658.25,275.53334157714403,2624.6943793691075,15
"Areas, nes., Spec Cat, Islands, Other",India,2016,4,23,37213.1719055176,129.204759009882,536.8555394342994,16
"Areas, nes., Spec Cat, Islands, Other",India,2017,1,2,140823.078125,100.0,1408.23078125,17
"Areas, nes., Spec Cat, Islands, Other",India,2017,2,15,315627.7010269168,476.346894312127,3613.470097337857,18
"Areas, nes., Spec Cat, Islands, Other",India,2017,3,9,2001.42736816406,1.209,1655.4403376046814,19
"Areas, nes., Spec Cat, Islands, Other",India,2018,4,11,2038.62609863281,1.0,2038.62609863281,24
"Areas, nes., Spec Cat, Islands, Other",India,2019,1,1,42762.928314209,27.7224780481864,1542.5362855326182,25
"Areas, nes., Spec Cat, Islands, Other",India,2019,4,10,538.413635253906,0.245555177855807,2192.6380862963074,28
"Areas, nes., Spec Cat, Islands, Other",India,2021,1,2,40868.94921875,19.0,2150.997327302632,33
"Areas, nes., Spec Cat, Islands, Other",India,2023,2,6,123.879280090332,0.2,619.3964004516599,42
"Areas, nes., Spec Cat, Islands, Other",Iran,2017,3,15,557093.0,1941.091,573.9998687840865,19
"Areas, nes., Spec Cat, Islands, Other",Iran,2017,4,12,228290.0,617.0,370.0,20
"Areas, nes., Spec Cat, Islands, Other",Iran,2018,1,4,1143828.0,2012.7,1072.0,21
"Areas, nes., Spec Cat, Islands, Other",Iran,2018,2,5,19598.0,52.615,372.4793309892616,22
"Areas, nes., Spec Cat, Islands, Other",Mexico,2013,3,7,898.0,0.817334585289515,1098.6932599724896,3
"Areas, nes., Spec Cat, Islands, Other",Mexico,2013,4,22,3236.0,2.9299999999999997,2962.3296236088536,4
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2013,1,6,116143463.4865569,95410.3530597786,3647.9391035103245,1
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2013,2,15,84758099.9814301,68519.9053489811,3728.8636738741907,2
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2013,3,24,67948186.0322914,52089.2682140748,3926.414119882641,3
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2013,4,33,60586659.6600342,47972.1374502217,3786.775921844987,4
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2014,1,6,99035675.2353515,79715.3841613672,3724.638463504104,5
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2014,2,15,75099314.576416,59239.5448286547,3799.260056445596,6
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2014,3,24,97107050.59114069,71760.5532691128,4112.30524322957,7
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2014,4,33,76730308.3793945,68560.2011562064,3395.142939576963,8
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2015,1,6,60274184.733912,54479.9335157131,3329.9276177933175,9
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2015,2,15,59436584.1981201,55742.489795505404,3229.74717627764,10
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2015,3,24,55456781.800918505,53036.2462094223,3122.2313192950883,11
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2015,4,33,48488786.3946533,47494.874698199405,3090.0620994845585,12
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2016,1,6,24156035.9811883,15839.484780391522,4507.049062832297,13
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2016,2,15,17277746.89588929,13624.98308959511,3819.094719296042,14
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2016,3,24,20426958.29392922,15452.53182129252,4253.658470614224,15
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2016,4,33,23503843.6330719,17421.05829302693,4124.828636921542,16
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2017,1,6,59169863.6637097,46759.027334443,3804.9376364989894,17
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2017,2,15,62341507.508331195,47740.9169097434,3919.581166872421,18
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2017,3,24,59520331.6391373,39761.97531090675,4543.95935991171,19
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2017,4,33,70778353.94680789,43342.0038777779,4900.785633840097,20
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2018,1,6,5160869.78846169,4021.048882688468,3836.8609430561532,21
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2018,2,15,5796761.67572117,4441.9203384814555,4042.555566955625,22
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2018,3,24,7095088.3728637695,6249.05331616484,3414.5377890372697,23
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2018,4,33,3889131.846710209,3471.31636510281,3319.3395231926806,24
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2019,1,6,56044714.0902175,48512.9950940243,3472.362767609513,25
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2019,2,15,54195306.4176483,49775.977866952206,3289.8189927505655,26
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2019,3,24,37329555.370403305,35724.91434524562,3171.038916304196,27
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2019,4,33,33016483.82305341,29895.77730954988,3328.8770893029086,28
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2020,1,6,2188022.5927772503,1572.1534179570021,4792.374182373928,29
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2020,2,15,895279.8916397099,473.01474585309427,5911.636160628855,30
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2020,3,24,1358857.357765198,780.456323782791,5164.258622801059,31
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2020,4,22,1110194.937917233,669.451717473833,3329.2147089726313,32
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2021,1,4,3208795.24959946,2329.941409793765,2958.0582400153726,33
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2021,2,15,3861634.246566777,2944.34224491762,4010.8027891282786,34
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2021,3,24,5156124.149490358,3696.918399039778,4336.554994739853,35
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2021,4,33,7543828.435943608,4474.514343868565,5076.8462275720885,36
"Areas, nes., Spec Cat, Islands, Other",Netherlands,2023,2,4,83.3112030029297,0.0500000007450581,1666.2240352299198,42
"Areas, nes., Spec Cat, Islands, Other",Russia,2014,3,9,3186.2099609375,2.87,1110.1776867378048,7
"Areas, nes., Spec Cat, Islands, Other",Russia,2014,4,12,5576.2900390625,7.175,777.1832807055749,8
"Areas, nes., Spec Cat, Islands, Other",Russia,2020,1,6,278837.50009155273,228.72579528372222,3694.715260716011,29
"Areas, nes., Spec Cat, Islands, Other",Russia,2020,2,9,125171.9807739258,125.75010593386409,2000.6390468786049,30
"Areas, nes., Spec Cat, Islands, Other",Russia,2020,3,24,277999.33374023443,254.85272017939312,3071.167316193284,31
"Areas, nes., Spec Cat, Islands, Other",Russia,2020,4,33,242953.3923339841,169.8363324555797,4521.211331773037,32
"Areas, nes., Spec Cat, Islands, Other",Russia,2021,1,6,147487.1012496949,113.3896349380318,3894.0880477154024,33
"Areas, nes., Spec Cat, Islands, Other",Russia,2021,2,9,628871.091567993,582.8623212283409,1899.7238902763995,34
"Areas, nes., Spec Cat, Islands, Other",Russia,2021,3,24,216582.75891113252,164.800259637066,3953.542882862087,35
"Areas, nes., Spec Cat, Islands, Other",Russia,2021,4,21,184865.8265933994,126.7081123284472,2817.4051361595443,36
"Areas, nes., Spec Cat, Islands, Other",Russia,2022,1,1,2486.71997070313,1.39648420712397,1780.700388889093,37
"Areas, nes., Spec Cat, Islands, Other",South Africa,2014,3,7,71.3099384307861,0.0742072315743973,960.9567277724612,7
"Areas, nes., Spec Cat, Islands, Other",South Africa,2015,1,3,1034.04907226563,1.0,1034.04907226563,9
"Areas, nes., Spec Cat, Islands, Other",South Africa,2015,2,5,175813.984375,95.455,1841.852017966581,10
"Areas, nes., Spec Cat, Islands, Other",South Africa,2015,3,8,12078.333530426,18.8707900009155,640.0544720088577,11
"Areas, nes., Spec Cat, Islands, Other",South Africa,2016,2,10,22357.426790237398,68.1704362504907,655.9237736423335,14
"Areas, nes., Spec Cat, Islands, Other",South Africa,2016,3,8,986.011596679688,2.92180407865649,337.46670554758,15
"Areas, nes., Spec Cat, Islands, Other",South Africa,2016,4,33,89259.66559600829,180.7816021284813,1621.8231497506426,16
"Areas, nes., Spec Cat, Islands, Other",South Africa,2017,1,6,2944.8637371063287,2.067,4518.4186756982035,17
"Areas, nes., Spec Cat, Islands, Other",South Africa,2017,2,15,8348.99349021912,8.368009804695841,3515.7819446010535,18
"Areas, nes., Spec Cat, Islands, Other",South Africa,2017,3,8,29605.3701934814,23.9044405591345,1238.4883101632945,19
"Areas, nes., Spec Cat, Islands, Other",South Africa,2017,4,21,19961.73722457882,43.77352999997139,779.871375925648,20
"Areas, nes., Spec Cat, Islands, Other",South Africa,2018,1,5,30144.702503204302,42.157,1867.7105384171969,21
"Areas, nes., Spec Cat, Islands, Other",South Africa,2018,2,15,46234.33513450626,39.89018889216458,2924.6926330514343,22
"Areas, nes., Spec Cat, Islands, Other",South Africa,2018,3,7,8498.76524353027,7.25945614435017,1170.7165212568464,23
"Areas, nes., Spec Cat, Islands, Other",South Africa,2018,4,33,181085.83707427947,176.661983842105,2860.0967337811753,24
"Areas, nes., Spec Cat, Islands, Other",South Africa,2019,1,1,261350.859375,148.09,1764.8109890944695,25
"Areas, nes., Spec Cat, Islands, Other",South Africa,2019,2,4,1838.74728393555,1.492,1232.404345801307,26
"Areas, nes., Spec Cat, Islands, Other",South Africa,2019,3,15,7331.3684425354,12.08309289374332,1336.6268649743088,27
"Areas, nes., Spec Cat, Islands, Other",South Africa,2019,4,33,31363.04477977752,21.00102763634142,4285.52646098878,28
"Areas, nes., Spec Cat, Islands, Other",South Africa,2020,1,6,72769.90580582619,80.81513584656145,2927.43437709306,29
"Areas, nes., Spec Cat, Islands, Other",South Africa,2020,2,5,28759.505859375,37.0,777.2839421452703,30
"Areas, nes., Spec Cat, Islands, Other",South Africa,2020,3,7,156384.163818359,143.626,1088.8290686808723,31
"Areas, nes., Spec Cat, Islands, Other",South Africa,2020,4,33,113507.42089843754,111.2235352080843,3444.805890330994,32
"Areas, nes., Spec Cat, Islands, Other",South Africa,2021,1,5,2850.54806900024,1.63,3539.7295601584638,33
"Areas, nes., Spec Cat, Islands, Other",South Africa,2021,2,15,42470.628621101445,31.54740769555407,5128.166396254225,34
"Areas, nes., Spec Cat, Islands, Other",South Africa,2021,3,24,10474.058537483184,6.11637866477599,4141.239841384275,35
"Areas, nes., Spec Cat, Islands, Other",South Africa,2021,4,22,13569.224298477146,12.88490064218066,2524.891730159161,36
"Areas, nes., Spec Cat, Islands, Other",South Africa,2022,1,3,31025.2803649902,26.5217431712286,1169.8054748771997,37
"Areas, nes., Spec Cat, Islands, Other",South Africa,2022,2,9,32104.87705039978,25.84159043790923,2635.27411413988,38
"Areas, nes., Spec Cat, Islands, Other",South Africa,2022,3,9,1111.47094726563,0.8,1389.3386840820374,39
"Areas, nes., Spec Cat, Islands, Other",South Africa,2022,4,22,9764.44657504559,5.0873138225423205,3356.4183323892953,40
"Areas, nes., Spec Cat, Islands, Other",South Africa,2023,1,3,6887.86609649658,3.25193995378979,2118.079114120636,41
"Areas, nes., Spec Cat, Islands, Other",South Africa,2023,2,4,9273.27522277832,4.76739492178779,1945.1451736037027,42
"Areas, nes., Spec Cat, Islands, Other",South Africa,2023,3,7,1025.33581542969,0.6,1708.89302571615,43
"Areas, nes., Spec Cat, Islands, Other",South Korea,2013,4,12,18310.0,14.256,1284.371492704826,4
"Areas, nes., Spec Cat, Islands, Other",South Korea,2016,4,12,28130.0,31.62,889.6268184693232,16
"Areas, nes., Spec Cat, Islands, Other",Spain,2023,3,17,50688.0693359375,45.19,2211.2709244846765,43
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2013,1,6,556089.0153808594,383.894618708297,3836.7297755654904,1
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2013,2,6,312945.875,349.0,896.6930515759312,2
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2013,3,9,213553.859375,325.0,657.0887980769231,3
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2013,4,21,1478216.871109009,1043.022009841027,3016.546265437435,4
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2014,1,5,1277218.094726563,614.0,4178.19103435434,5
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2014,3,9,24526.234375,35.0,700.7495535714286,7
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2014,4,22,233931.18359375044,367.64455411807774,1519.2508611180824,8
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2015,1,1,56639.8515625,90.0,629.3316840277778,9
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2015,2,9,94000.57173156741,118.55459411342592,2247.2376438729584,10
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2015,3,24,188866.85025596622,274.0573021362901,2183.4285336345692,11
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2015,4,11,122.667757034302,0.0649325707410077,1889.1560219227863,12
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2016,1,1,38225.4775390625,78.3011945171137,488.1851135835207,13
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2016,2,11,236412.3100414276,474.1410158088681,2646.1379469798576,14
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2016,3,9,114349.496337891,203.943407966441,560.692289484087,15
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2016,4,12,31.2495098114014,0.0238163736578774,1312.1019287109416,16
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2017,1,3,84520.34448242188,121.0,2667.5819379021164,17
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2017,2,5,47961.7192382813,70.7741604602042,677.6727399719539,18
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2017,3,24,126828.04565429688,170.53920597029537,3227.7685946243787,19
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2017,4,21,27710.24400329595,21.2233831488933,2626.003483563667,20
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2018,1,6,179547.796459198,217.70434865557178,3358.2393213670457,21
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2018,2,15,47865.6621246338,36.26847307886517,3959.9695097587073,22
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2018,3,24,64491.836181640596,48.3297989336579,4005.2135193249696,23
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2018,4,33,177195.9510498047,210.8524503839651,3371.3850518037625,24
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2019,1,6,119930.2797851563,138.30785399257888,3322.433675230278,25
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2019,2,15,145132.4038085938,155.8239428539516,3460.652972372569,26
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2019,3,9,62173.1716308594,41.7413523577045,1489.4862796505358,27
"Areas, nes., Spec Cat, Islands, Other",Taiwan,2019,4,23,270176.951171875,367.8862580066366,1990.1384792749654,28
"Areas, nes., Spec Cat, Islands, Other",United Kingdom,2016,1,3,2361822.75,2597.19,909.376191191249,13
"Areas, nes., Spec Cat, Islands, Other",United Kingdom,2016,2,15,5077082.875,5243.584,2963.728843982093,14
"Areas, nes., Spec Cat, Islands, Other",United Kingdom,2016,3,24,6669780.25,6781.936,3059.2863517208016,15
