Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product,Average Cost
India,United Kingdom,361455773.4349366,368627.799535494,50812620524.42151,74242086.51628137,14216521519.3457,15103076.82513566,7.223787131397854e+20,1121283936313765.8,94.63932820164543
India,United States,1879081558.0,2357432.3492136537,50812620524.42151,74242086.51628137,120595761242.0,180354448.0683238,6.127786652843485e+21,1.338989053708467e+16,92.83762339982371
Indonesia,Austria,124409.7611618042,171.2348875913948,34951210344.90991,27965225.29109022,15364702118.217093,15875548.654514426,5.370149356206885e+20,443963294743160.1,205.26396442430317
Indonesia,Belgium,117047497.5010376,167233.3201046474,34951210344.90991,27965225.29109022,32479866310.468662,47476506.68932843,1.1352106393917431e+21,1327691205601021.5,139.8111445106206
Indonesia,Brazil,63267077.0,61512.868,34951210344.90991,27965225.29109022,8298699654.963992,9379886.163980313,2.900495972298778e+20,262310629780489.47,140.8424252930137
Indonesia,Canada,3438588.34375,2875.632,34951210344.90991,27965225.29109022,21831402497.170246,21647464.564676967,7.630339408029888e+20,605376223532083.6,143.06851366391078
Indonesia,China (mainland),13735545155.424128,10165145.86532526,34951210344.90991,27965225.29109022,77759127639.26492,106341819.28649531,2.717775626356646e+21,2973872934211244.5,93.41735420918627
Indonesia,France,3552632.892578125,2604.901361906694,34951210344.90991,27965225.29109022,51544634493.05953,55433892.192151785,1.8015473623184224e+21,1550221283915531.8,134.31566026572094
Indonesia,Germany,13164430.693847656,20543.400393486023,34951210344.90991,27965225.29109022,82866679359.00713,85265665.52379914,2.8962907408608626e+21,2384473545967787.0,126.19142073089866
Indonesia,India,2433769297.802246,1958920.3524095544,34951210344.90991,27965225.29109022,31245526612.397964,36080361.29465354,1.0920689729674018e+21,1008995432188918.0,102.90589280487421
Indonesia,Iran,600.0,1.5,34951210344.90991,27965225.29109022,7489451633.987148,10946534.846878693,2.6176539942751407e+20,306122313149732.44,169.7929357683202
Indonesia,Italy,1077716309.6660156,700353.4580727282,34951210344.90991,27965225.29109022,85028215439.92317,115714020.75218745,2.9718390430930714e+21,3235968659672810.5,132.16701946888017
Indonesia,Japan,94808305.0732422,101952.60816290548,34951210344.90991,27965225.29109022,29543652475.693275,33028302.14139705,1.032586412034874e+21,923643910366366.0,95.21010860807027
Indonesia,Malaysia,1608829696.9195786,1319073.936255596,34951210344.90991,27965225.29109022,16986894723.92083,19522853.46143032,5.937125306025973e+20,545960995373839.4,53.497435097757055
Indonesia,Mexico,91252418.9169922,162107.44199999998,34951210344.90991,27965225.29109022,55197296936.53189,71488192.66756846,1.9292123356991772e+21,1999183413601416.0,203.19874088108438
Indonesia,Russia,21334238.879516605,10782.004,34951210344.90991,27965225.29109022,7505180857.672238,8804172.188609717,2.623151548330938e+20,246210658756021.6,159.48174049864045
Indonesia,South Africa,24246102.0,15940.84,34951210344.90991,27965225.29109022,3491987766.0907483,3966841.6543924217,1.220491989344898e+20,110933620559165.12,138.47623849714063
Indonesia,South Korea,2399368476.0,3296183.8307441664,34951210344.90991,27965225.29109022,45189048533.220924,62036767.3909452,1.5794119405709474e+21,1734872176418741.8,96.57627595760778
Indonesia,Spain,4596041.302001953,3803.633371179965,34951210344.90991,27965225.29109022,30411831383.82331,41310141.89855985,1.0629303156699413e+21,1155247425000131.8,141.5583211304492
Indonesia,Sweden,4870.58447265625,4.0,34951210344.90991,27965225.29109022,8710318987.062227,7368504.891323383,3.0443619108807456e+20,206061899344358.62,165.76569432922784
Indonesia,Ukraine,216215.8928222656,102.783,34951210344.90991,27965225.29109022,2669614115.0918794,2993415.9970440585,9.33062444763168e+19,83711552747290.55,147.11628142720545
Indonesia,United Kingdom,143925.0620117188,63.208,34951210344.90991,27965225.29109022,14216521519.3457,15103076.82513566,4.968846339955898e+20,422360946003562.3,144.23426717705118
Indonesia,United States,189239000.0,111082.09204187756,34951210344.90991,27965225.29109022,120595761242.0,180354448.0683238,4.214967817873676e+21,5043652772480906.0,117.75953029845164
Iran,Austria,246027.0593109131,212.04593823527512,13063317252.267376,29321299.205503877,15364702118.217093,15875548.654514426,2.0071397825685445e+20,465491712150552.0,195.49023771304425
Iran,Belgium,53462554.548828125,90812.51826953884,13063317252.267376,29321299.205503877,32479866310.468662,47476506.68932843,4.242947979248832e+20,1392072857869905.0,177.76760855132903
Iran,Brazil,96129996.0,256094.638,13063317252.267376,29321299.205503877,8298699654.963992,9379886.163980313,1.0840854637407643e+20,275030448727632.72,199.37522161835656
Iran,Canada,5592224.531860352,17534.465,13063317252.267376,29321299.205503877,21831402497.170246,21647464.564676967,2.8519053688247717e+20,634731785541436.0,293.85539575133475
Iran,China (mainland),1996352274.0,4161660.1491222153,13063317252.267376,29321299.205503877,77759127639.26492,106341819.28649531,1.0157921536112704e+21,3118080301356951.5,94.98646827176017
Iran,France,8587054.576931,12907.56395827447,13063317252.267376,29321299.205503877,51544634493.05953,55433892.192151785,6.733439130350007e+20,1625393739091727.5,188.4564253903152
Iran,Germany,50757318.048583984,79257.19970989229,13063317252.267376,29321299.205503877,82866679359.00713,85265665.52379914,1.0825137221086266e+21,2500100090779730.5,153.28641501891633
Iran,India,41235956.60575867,81768.179,13063317252.267376,29321299.205503877,31245526612.397964,36080361.29465354,4.081702268519177e+20,1057923068963217.6,101.96953536894581
Iran,Indonesia,53971828.0,121432.29805660376,13063317252.267376,29321299.205503877,38517934065.54635,59878521.730703816,5.031719926001489e+20,1755716051649232.2,169.7929357683202
Iran,Italy,530969505.9987792,1162080.4363834516,13063317252.267376,29321299.205503877,85028215439.92317,115714020.75218745,1.1107505536858556e+21,3392885424746772.0,132.15593041664084
Iran,Malaysia,8439972.25,25610.76,13063317252.267376,29321299.205503877,16986894723.92083,19522853.46143032,2.2190519490944464e+20,572435427687805.4,134.27681018194477
Iran,Russia,730826.095703125,729.4169999999999,13063317252.267376,29321299.205503877,7505180857.672238,8804172.188609717,9.80425585794166e+19,258149766999001.4,159.65991793326455
Iran,South Korea,18741969.0,37758.729,13063317252.267376,29321299.205503877,45189048533.220924,62036767.3909452,5.903188773175727e+20,1818998618412150.0,124.65357121101368
Iran,Spain,71143622.98107913,149432.5915052791,13063317252.267376,29321299.205503877,30411831383.82331,41310141.89855985,3.972794015893455e+20,1211267030829495.2,170.5817177280296
Iran,Sweden,235.33270144462605,0.2221537808748148,13063317252.267376,29321299.205503877,8710318987.062227,7368504.891323383,1.1378566029644209e+20,216054136615711.7,195.28905833772285
Iran,Ukraine,72709.54150390625,47.168,13063317252.267376,29321299.205503877,2669614115.0918794,2993415.9970440585,3.487401612657625e+19,87770846095870.53,161.5321548298858
Iran,United Kingdom,39711600.50830078,76562.671,13063317252.267376,29321299.205503877,14216521519.3457,15103076.82513566,1.857149308308991e+20,442841834513514.2,213.17715149907568
Italy,Austria,1936762253.6035364,1866110.7404194127,30321366781.145992,27740283.732377023,15364702118.217093,15875548.654514426,4.658787684095112e+20,440392224083386.5,55.42526585066824
Italy,Belgium,608304873.1517287,593037.3287951534,30321366781.145992,27740283.732377023,32479866310.468662,47476506.68932843,9.848339394023071e+20,1317011766184066.5,55.39877017205274
Italy,Brazil,170632389.08459473,118334.1996773655,30321366781.145992,27740283.732377023,8298699654.963992,9379886.163980313,2.516279160447329e+20,260200703566211.4,106.91407459291645
Italy,Canada,136134686.28100577,183747.8919317193,30321366781.145992,27740283.732377023,21831402497.170246,21647464.564676967,6.619579624635256e+20,600506809110716.6,111.5273495432513
Italy,China (mainland),192280126.8963624,124456.6461577328,30321366781.145992,27740283.732377023,77759127639.26492,106341819.28649531,2.3577630297320983e+21,2949952239624543.5,95.57016973935407
Italy,France,3279624771.3870463,2764994.6009150976,30321366781.145992,27740283.732377023,51544634493.05953,55433892.192151785,1.5629037680641672e+21,1537751897800290.0,40.94983338518529
Italy,Germany,7242709470.177307,6924111.210567015,30321366781.145992,27740283.732377023,82866679359.00713,85265665.52379914,2.512630978780075e+21,2365293754260146.0,42.80117261231791
Italy,India,324563456.44494635,337163.8523551168,30321366781.145992,27740283.732377023,31245526612.397964,36080361.29465354,9.474070726845767e+20,1000879459480363.4,107.09135122365268
Italy,Indonesia,17908135.985595707,19897.19255246713,30321366781.145992,27740283.732377023,38517934065.54635,59878521.730703816,1.1679164064534288e+21,1661047182285027.2,132.1670194688801
Italy,Iran,17396995.571533207,12094.15836451203,30321366781.145992,27740283.732377023,7489451633.987148,10946534.846878693,2.270904099837775e+20,303659982538767.25,132.15593041664084
Italy,Japan,2619935.3946533203,2092.381181682573,30321366781.145992,27740283.732377023,29543652475.693275,33028302.14139705,8.958039227702076e+20,916214472601030.0,117.54746941767696
Italy,Malaysia,10161410.27575684,8271.10398249623,30321366781.145992,27740283.732377023,16986894723.92083,19522853.46143032,5.150658653967172e+20,541569494285696.0,98.52037144828223
Italy,Mexico,631599952.0555422,556743.2541085442,30321366781.145992,27740283.732377023,55197296936.53189,71488192.66756846,1.6736574857404096e+21,1983102748113184.0,127.65481978958009
Italy,Russia,47540004.074707046,22966.32202219449,30321366781.145992,27740283.732377023,7505180857.672238,8804172.188609717,2.2756734154431575e+20,244230234540736.4,81.81581507137341
Italy,South Africa,38164227.13732912,28304.16881025326,30321366781.145992,27740283.732377023,3491987766.0907483,3966841.6543924217,1.058818418509122e+20,110041313014257.69,112.9719013712679
Italy,South Korea,24189026.96508789,13003.544781212737,30321366781.145992,27740283.732377023,45189048533.220924,62036767.3909452,1.3701937150667989e+21,1720917529264294.5,105.12738097261189
Italy,Spain,2212503003.206539,2446978.0961531294,30321366781.145992,27740283.732377023,30411831383.82331,41310141.89855985,9.221282938752732e+20,1145955057290806.5,47.6970934025635
Italy,Sweden,220193478.60647872,131339.77346754624,30321366781.145992,27740283.732377023,8710318987.062227,7368504.891323383,2.641087767874938e+20,204404416368718.6,76.45262813319437
Italy,Ukraine,22387534.958984382,16642.614702520717,30321366781.145992,27740283.732377023,2669614115.0918794,2993415.9970440585,8.094634874782536e+19,83038209087038.45,78.58041551554511
Italy,United Kingdom,712696872.8812953,522754.7763726455,30321366781.145992,27740283.732377023,14216521519.3457,15103076.82513566,4.310643633401359e+20,418963636361151.2,61.5465801400809
Italy,United States,1117025447.0,956848.8499906292,30321366781.145992,27740283.732377023,120595761242.0,180354448.0683238,3.656628308870192e+21,5003083561811560.0,87.74437487739273
Japan,Austria,68471032.47077227,33218.86640023643,101495794396.7084,136118681.04876637,15364702118.217093,15875548.654514426,1.5594526471572318e+21,2160958743778020.8,135.88473070859263
Japan,Belgium,382850277.6718751,207118.04631941975,101495794396.7084,136118681.04876637,32479866310.468662,47476506.68932843,3.296569833079903e+21,6462439471354320.0,108.6937215396463
Japan,Brazil,395761543.0,341352.357460114,101495794396.7084,136118681.04876637,8298699654.963992,9379886.163980313,8.422831139402602e+20,1276777733028573.0,134.3431610077741
Japan,Canada,157826095.54614264,84210.52117296719,101495794396.7084,136118681.04876637,21831402497.170246,21647464.564676967,2.2157955392445772e+21,2946624324593736.0,104.65038413158089
Japan,China (mainland),15951984191.491089,18748923.13678579,101495794396.7084,136118681.04876637,77759127639.26492,106341819.28649531,7.892224431342237e+21,1.4475108181604008e+16,67.88025608365977
Japan,France,15499515.380688189,14392.038670597856,101495794396.7084,136118681.04876637,51544634493.05953,55433892.192151785,5.231563624761053e+21,7545588290595210.0,106.81642606559396
Japan,Germany,32239841.50024414,18320.21593718546,101495794396.7084,136118681.04876637,82866679359.00713,85265665.52379914,8.410619450559746e+21,1.160624992984481e+16,91.26426739562285
Japan,India,3703447637.757569,3522787.778522574,101495794396.7084,136118681.04876637,31245526612.397964,36080361.29465354,3.171289544868824e+21,4911211191191201.0,120.38658143861456
Japan,Indonesia,7149579153.85901,9304771.466130836,101495794396.7084,136118681.04876637,38517934065.54635,59878521.730703816,3.909408316502662e+21,8150585401133299.0,95.21010860807027
Japan,Iran,53809579.331054695,61331.12838675108,101495794396.7084,136118681.04876637,7489451633.987148,10946534.846878693,7.601478431872513e+20,1490027885411487.5,225.8357981973523
Japan,Italy,256713010.73425296,231188.6620232431,101495794396.7084,136118681.04876637,85028215439.92317,115714020.75218745,8.630006272209468e+21,1.5750839883637334e+16,117.54746941767696
Japan,Malaysia,2817408469.510498,3609742.2345944135,101495794396.7084,136118681.04876637,16986894723.92083,19522853.46143032,1.724098374337599e+21,2657425063478238.0,62.38113351292706
Japan,Mexico,7233236550.544923,7025381.949429148,101495794396.7084,136118681.04876637,55197296936.53189,71488192.66756846,5.602293501124302e+21,9730878496469510.0,116.88482459102559
Japan,Russia,27871315.43615724,14878.22150415612,101495794396.7084,136118681.04876637,7505180857.672238,8804172.188609717,7.617442932404131e+20,1198412306039785.5,117.46328049891456
Japan,South Africa,477812013.69921887,511197.0661974832,101495794396.7084,136118681.04876637,3491987766.0907483,3966841.6543924217,3.544220723429676e+20,539961253925202.8,109.89535942836417
Japan,South Korea,12825081235.0,18699495.24719554,101495794396.7084,136118681.04876637,45189048533.220924,62036767.3909452,4.586498378910668e+21,8444362953784579.0,69.27743709488472
Japan,Spain,148927664.5201416,176561.05947722166,101495794396.7084,136118681.04876637,30411831383.82331,41310141.89855985,3.086672985359894e+21,5623082029169349.0,128.6809752660878
Japan,Sweden,553395.506363869,250.561249507788,101495794396.7084,136118681.04876637,8710318987.062227,7368504.891323383,8.840607450406131e+20,1002991167108322.4,127.51207735359667
Japan,Ukraine,77792.703125,51.15,101495794396.7084,136118681.04876637,2669614115.0918794,2993415.9970440585,2.70954605343916e+20,407459837347915.2,180.87032723193934
Japan,United Kingdom,93637411.75195315,87826.07703654504,101495794396.7084,136118681.04876637,14216521519.3457,15103076.82513566,1.4429171451638915e+21,2055810897215656.0,100.48589727813822
Japan,United States,3100057650.0,3636272.073161066,101495794396.7084,136118681.04876637,120595761242.0,180354448.0683238,1.2239962588132569e+22,2.4549609592338464e+16,77.070894615151
Malaysia,Austria,7576971.531051637,6250.651581721069,15684244226.15314,22324253.86363008,15364702118.217093,15875548.654514426,2.4098374048420934e+20,354409778387791.06,116.51165489042256
Malaysia,Belgium,42190846.79467774,30240.905978262424,15684244226.15314,22324253.86363008,32479866310.468662,47476506.68932843,5.09422155646194e+20,1059877587890899.8,96.12531273514136
Malaysia,Brazil,3152709.0,2202.426820471535,15684244226.15314,22324253.86363008,8298699654.963992,9379886.163980313,1.3015883214794806e+20,209398959936647.84,113.25791367269488
Malaysia,Canada,24609299.13745117,21544.75307622007,15684244226.15314,22324253.86363008,21831402497.170246,21647464.564676967,3.424090485650677e+20,483263494445785.06,111.76336268649567
Malaysia,China (mainland),2236407614.3088856,4598304.086800386,15684244226.15314,22324253.86363008,77759127639.26492,106341819.28649531,1.219593148706846e+21,2374001770071995.0,49.6865258371944
Malaysia,France,120701437.5018425,90038.59420151093,15684244226.15314,22324253.86363008,51544634493.05953,55433892.192151785,8.08438635936943e+20,1237520281946698.0,84.23755794607645
Malaysia,Germany,290210006.8388672,231948.19090893,15684244226.15314,22324253.86363008,82866679359.00713,85265665.52379914,1.2997012372769913e+21,1903492363004663.2,67.6388606858555
Malaysia,India,1153391479.7293613,1218844.6355723443,15684244226.15314,22324253.86363008,31245526612.397964,36080361.29465354,4.900624703636171e+20,805467145033338.6,65.5774707312893
Malaysia,Indonesia,1978180439.4279785,3145604.4531080937,15684244226.15314,22324253.86363008,38517934065.54635,59878521.730703816,6.041246849708927e+20,1336743320095122.5,53.49743509775701
Malaysia,Iran,8000024.728515625,11297.592,15684244226.15314,22324253.86363008,7489451633.987148,10946534.846878693,1.1746638854741616e+20,244373222848792.97,134.27681018194477
Malaysia,Italy,309662391.7078858,310591.75086561614,15684244226.15314,22324253.86363008,85028215439.92317,115714020.75218745,1.3336032970737205e+21,2583229174853192.0,98.52037144828219
Malaysia,Japan,1444069370.0607915,1305737.5455575644,15684244226.15314,22324253.86363008,29543652475.693275,33028302.14139705,4.633698607613672e+20,737332201689224.9,62.38113351292706
Malaysia,Mexico,22030093.07189941,19449.9195808832,15684244226.15314,22324253.86363008,55197296936.53189,71488192.66756846,8.657278857760608e+20,1595920561362897.0,114.34545193648583
Malaysia,Russia,514381.4140625,427.042,15684244226.15314,22324253.86363008,7505180857.672238,8804172.188609717,1.1771308953318089e+20,196546574997635.0,121.6930669993848
Malaysia,South Africa,21671980.842193604,20032.248291015625,15684244226.15314,22324253.86363008,3491987766.0907483,3966841.6543924217,5.476918895810622e+19,88556780129478.77,101.19015004542544
Malaysia,South Korea,2230315841.0,4226539.140422446,15684244226.15314,22324253.86363008,45189048533.220924,62036767.3909452,7.087560735425243e+20,1384924544114429.0,59.4384114997821
Malaysia,Spain,29101738.825927734,24287.5825625,15684244226.15314,22324253.86363008,30411831383.82331,41310141.89855985,4.7698659078847365e+20,922218094886031.8,110.31698106230102
Malaysia,Sweden,33530585.154747497,26666.8253150718,15684244226.15314,22324253.86363008,8710318987.062227,7368504.891323383,1.366147702807828e+20,164496373789303.2,107.71655481679576
Malaysia,Ukraine,3064018.3872070312,2104.286,15684244226.15314,22324253.86363008,2669614115.0918794,2993415.9970440585,4.1870879770686734e+19,66825778637462.92,113.02689960330122
Malaysia,United Kingdom,13768939.84326172,8846.52200109197,15684244226.15314,22324253.86363008,14216521519.3457,15103076.82513566,2.2297539555577967e+20,337164921166236.7,81.92926379153053
Malaysia,United States,839354147.0,679638.4833056324,15684244226.15314,22324253.86363008,120595761242.0,180354448.0683238,1.8914533719583807e+21,4026278484112149.0,66.65978299115415
Mexico,Austria,189001.8252029419,248.11647278934885,13698690666.574312,19324693.27940272,15364702118.217093,15875548.654514426,2.1047630150151504e+20,306790108390725.9,161.39771439925178
Mexico,Belgium,64719513.80639648,127791.53556433624,13698690666.574312,19324693.27940272,32479866310.468662,47476506.68932843,4.449316414787985e+20,917468929748783.6,137.82320069248306
Mexico,Brazil,30896207.0,42025.81355387299,13698690666.574312,19324693.27940272,8298699654.963992,9379886.163980313,1.1368131950815873e+20,181263423114632.9,100.51281965450217
Mexico,Canada,788937711.6501373,1000787.5927238282,13698690666.574312,19324693.27940272,21831402497.170246,21647464.564676967,2.990616296262132e+20,418330612989121.6,77.23163824138724
Mexico,China (mainland),160191385.0,378589.4037615628,13698690666.574312,19324693.27940272,77759127639.26492,106341819.28649531,1.065198236032959e+21,2055023040485194.8,107.78178205624863
Mexico,France,9916442.880252833,13402.166979070867,13698690666.574312,19324693.27940272,51544634493.05953,55433892.192151785,7.060940034420589e+20,1071242963896810.6,115.87634326812746
Mexico,Germany,61657542.70214848,118615.9525898867,13698690666.574312,19324693.27940272,82866679359.00713,85265665.52379914,1.1351650071052372e+21,1647732833511561.5,89.83945273689666
Mexico,India,34005145.840023026,55605.99807710896,13698690666.574312,19324693.27940272,31245526612.397964,36080361.29465354,4.2802280377745526e+20,697241915429213.4,147.51542778823753
Mexico,Indonesia,51090727.0,99815.524,13698690666.574312,19324693.27940272,38517934065.54635,59878521.730703816,5.276452638794245e+20,1157134066469901.8,203.19874088108438
Mexico,Italy,18700789.930175785,42225.25260289977,13698690666.574312,19324693.27940272,85028215439.92317,115714020.75218745,1.1647752212423454e+21,2236137959162463.5,127.65481978958009
Mexico,Japan,430769.3142089844,306.252,13698690666.574312,19324693.27940272,29543652475.693275,33028302.14139705,4.047093564252945e+20,638261808421938.1,116.88482459102559
Mexico,Malaysia,1260701.7552490234,3189.871747368113,13698690666.574312,19324693.27940272,16986894723.92083,19522853.46143032,2.326982162086547e+20,377273155080866.6,114.34545193648587
Mexico,Russia,647122.3598632812,426.08553654966414,13698690666.574312,19324693.27940272,7505180857.672238,8804172.188609717,1.0281115096594688e+20,170137927123930.56,172.958262788577
Mexico,South Africa,65235368.91047394,123256.9754233306,13698690666.574312,19324693.27940272,3491987766.0907483,3966841.6543924217,4.7835660219139015e+19,76657998259092.0,187.34022853413583
Mexico,South Korea,176232690.0,320915.8689533235,13698690666.574312,19324693.27940272,45189048533.220924,62036767.3909452,6.190307973734071e+20,1198841501875668.5,112.3349320428544
Mexico,Spain,20040957.57826996,18943.07071974001,13698690666.574312,19324693.27940272,30411831383.82331,41310141.89855985,4.1660227073101215e+20,798305821518272.4,109.7705406388473
Mexico,Sweden,195167.0096679927,97.5286200149306,13698690666.574312,19324693.27940272,8710318987.062227,7368504.891323383,1.1931996541095436e+20,142394096952603.06,171.3358957413098
Mexico,United Kingdom,245848.25097656247,389.3041512929374,13698690666.574312,19324693.27940272,14216521519.3457,15103076.82513566,1.9474773064821375e+20,291862327221002.06,127.75064199367313
Mexico,United States,11110378225.0,15377246.518271768,13698690666.574312,19324693.27940272,120595761242.0,180354448.0683238,1.6520040289542097e+21,3485294390496324.0,31.77220122882001
Russia,Austria,169174294.17996696,386267.7717089435,119023292747.44728,252013052.72258237,15364702118.217093,15875548.654514426,1.828757438193876e+21,4000845480070065.5,124.61274013117871
Russia,Belgium,8043118317.175372,17453660.0436,119023292747.44728,252013052.72258237,32479866310.468662,47476506.68932843,3.865860636268861e+21,1.196469938338176e+16,87.04422636083176
Russia,Brazil,1011970335.0,1612739.3133597416,119023292747.44728,252013052.72258237,8298699654.963992,9379886.163980313,9.877385584559188e+20,2363853746374991.0,123.33986092678653
Russia,Canada,150344739.94520953,118266.07036,119023292747.44728,252013052.72258237,21831402497.170246,21647464.564676967,2.598445410508045e+21,5455443628648169.0,157.57755109576055
Russia,China (mainland),2310177341.977584,6751151.375521527,119023292747.44728,252013052.72258237,77759127639.26492,106341819.28649531,9.255147412794348e+21,2.6799526510462868e+16,89.75623932586818
Russia,France,670547524.7096922,1400396.825295369,119023292747.44728,252013052.72258237,51544634493.05953,55433892.192151785,6.135012120827593e+21,1.3970064395638694e+16,92.53690208892866
Russia,Germany,2070213461.4134529,4447342.024863325,119023292747.44728,252013052.72258237,82866679359.00713,85265665.52379914,9.86306503635595e+21,2.1488060661075264e+16,75.27484722659426
Russia,India,784854768.5883831,743112.0304151318,119023292747.44728,252013052.72258237,31245526612.397964,36080361.29465354,3.718945461035597e+21,9092721993199342.0,120.81228168639396
Russia,Indonesia,892200241.3233643,2009529.064375056,119023292747.44728,252013052.72258237,38517934065.54635,59878521.730703816,4.584531342310395e+21,1.5090169053870154e+16,159.48174049864045
Russia,Iran,428574112.6767208,966793.2991152814,119023292747.44728,252013052.72258237,7489451633.987148,10946534.846878693,8.914191943498996e+20,2758669663496024.5,159.65991793326455
Russia,Italy,10853422736.80237,24910715.873659573,119023292747.44728,252013052.72258237,85028215439.92317,115714020.75218745,1.0120338178098992e+22,2.9161443612563e+16,81.81581507137341
Russia,Japan,2032549085.0400395,1954743.7528510008,119023292747.44728,252013052.72258237,29543652475.693275,33028302.14139705,3.5163827974432856e+21,8323563248897274.0,117.46328049891456
Russia,Malaysia,20510274.328125,36982.337,119023292747.44728,252013052.72258237,16986894723.92083,19522853.46143032,2.0218361435952964e+21,4920013898670688.0,121.69306699938484
Russia,Mexico,9301182272.851604,20061875.56860048,119023292747.44728,252013052.72258237,55197296936.53189,71488192.66756846,6.569764032144609e+21,1.8015957667774056e+16,172.958262788577
Russia,South Africa,44127833.78570557,40085.44460000229,119023292747.44728,252013052.72258237,3491987766.0907483,3966841.6543924217,4.156278821539235e+20,999695874990533.2,194.69864969779502
Russia,South Korea,2120837607.0,3476611.622265322,119023292747.44728,252013052.72258237,45189048533.220924,62036767.3909452,5.378549352548157e+21,1.5634075131232848e+16,94.61559280408686
Russia,Spain,1471157171.5207217,3727029.7943579066,119023292747.44728,252013052.72258237,30411831383.82331,41310141.89855985,3.619716309782806e+21,1.0410694968259122e+16,111.78860582307676
Russia,Sweden,351926108.9609797,713274.768373944,119023292747.44728,252013052.72258237,8710318987.062227,7368504.891323383,1.0367308467207558e+21,1856959411663685.2,102.02980583151083
Russia,Ukraine,1004271849.4937464,1498684.1168964468,119023292747.44728,252013052.72258237,2669614115.0918794,2993415.9970440585,3.177462623432981e+20,754379903483685.8,48.78234643744511
Russia,United Kingdom,446907362.0546877,883553.3930524712,119023292747.44728,252013052.72258237,14216521519.3457,15103076.82513566,1.692097202647467e+21,3806172496206125.0,91.28993139928227
Russia,United States,16872875169.0,36620013.35831122,119023292747.44728,252013052.72258237,120595761242.0,180354448.0683238,1.435370459440782e+22,4.545167502979472e+16,120.9558335410842
South Africa,Austria,296159960.9099141,234372.93076734463,14244421509.94068,17795608.755477134,15364702118.217093,15875548.654514426,2.1886129334656267e+20,282515052634280.2,147.11070923368038
South Africa,Belgium,88495910.86398105,103006.67986465576,14244421509.94068,17795608.755477134,32479866310.468662,47476506.68932843,4.626569063128374e+20,844873338120081.8,93.7845964104315
South Africa,Brazil,235131676.0,176864.20506352957,14244421509.94068,17795608.755477134,8298699654.963992,9379886.163980313,1.182101758697064e+20,166920784345106.88,132.4749915639502
South Africa,Canada,40645430.260864265,46487.50186418284,14244421509.94068,17795608.755477134,21831402497.170246,21647464.564676967,3.1097569932286453e+20,385229809941046.4,152.01288005876137
South Africa,China (mainland),134531459.3302081,263907.6209353232,14244421509.94068,17795608.755477134,77759127639.26492,106341819.28649531,1.107633790338968e+21,1892417410368123.2,107.74942395942503
South Africa,France,222433280.7550469,221702.29533589203,14244421509.94068,17795608.755477134,51544634493.05953,55433892.192151785,7.342235002949675e+20,986479857244832.0,112.23570512623604
South Africa,Germany,1190167864.5242922,1181253.8439592926,14244421509.94068,17795608.755477134,82866679359.00713,85265665.52379914,1.1803879099187984e+21,1517354423936904.8,75.81804672246645
South Africa,India,550235051.1739048,963252.7867377342,14244421509.94068,17795608.755477134,31245526612.397964,36080361.29465354,4.450744513670655e+20,642071993355914.9,109.51179425379077
South Africa,Indonesia,99770388.0,90166.95369490168,14244421509.94068,17795608.755477134,38517934065.54635,59878521.730703816,5.486656885217453e+20,1065574745575940.6,138.47623849714063
South Africa,Iran,2607105.899902344,3422.6510000000003,14244421509.94068,17795608.755477134,7489451633.987148,10946534.846878693,1.066829059528269e+20,194800251363250.0,235.12131140356104
South Africa,Italy,827427611.9742434,1315964.8853296912,14244421509.94068,17795608.755477134,85028215439.92317,115714020.75218745,1.211177740964312e+21,2059201440829089.2,112.9719013712679
South Africa,Japan,210520465.7106934,353720.287772197,14244421509.94068,17795608.755477134,29543652475.693275,33028302.14139705,4.208322388069775e+20,587758742765989.5,109.89535942836417
South Africa,Malaysia,910950795.1348728,516763.7664647776,14244421509.94068,17795608.755477134,16986894723.92083,19522853.46143032,2.419684885925157e+20,347421061990126.44,101.19015004542551
South Africa,Mexico,33857469.97990275,27290.39067509197,14244421509.94068,17795608.755477134,55197296936.53189,71488192.66756846,7.862535637733177e+20,1272175907348217.5,187.34022853413583
South Africa,Russia,68779053.29199222,49056.094452754165,14244421509.94068,17795608.755477134,7505180857.672238,8804172.188609717,1.0690695964502149e+20,156675603684351.38,194.69864969779502
South Africa,South Korea,232869100.0,284364.66159814777,14244421509.94068,17795608.755477134,45189048533.220924,62036767.3909452,6.436918549403654e+20,1103982040943802.8,129.10020918727312
South Africa,Spain,267300186.3383714,402101.6531924303,14244421509.94068,17795608.755477134,30411831383.82331,41310141.89855985,4.331989451204218e+20,735139122860014.5,108.57420037621064
South Africa,Sweden,148844707.43215978,136757.85929959692,14244421509.94068,17795608.755477134,8710318987.062227,7368504.891323383,1.240734551377539e+20,131127030158810.48,123.83962585327285
South Africa,Ukraine,10564581.916275026,7025.750819458009,14244421509.94068,17795608.755477134,2669614115.0918794,2993415.9970440585,3.802710872425602e+19,53269659925782.56,218.01623606117155
South Africa,United Kingdom,124634228.2752991,187071.4071481176,14244421509.94068,17795608.755477134,14216521519.3457,15103076.82513566,2.025061249267024e+20,268768446184027.97,86.5875129431903
